,Prediction
32872,-6.783362876031587
32873,-4.886448318406214
32874,-4.684844224394319
32875,-6.446975750247612
32876,-5.480919537509495
32877,-4.8528504027018275
32878,-5.370864894639637
32879,-4.9607557819336545
32880,-4.999077211951464
32881,-5.977471068173499
32882,-5.5520663414038935
32883,-4.695281871524153
32884,-8.074363713756295
32885,-5.95137506004665
32886,-7.853469685606748
32887,-4.647164834493507
32888,-6.978690623938711
32889,-6.081767039181397
32890,-6.381541924223171
32891,-8.329386172793601
32892,-6.7821088729198
32893,-6.012914787076009
32894,-7.4066777390584395
32895,-6.982336920192424
32896,-5.6895336847066105
32897,-4.5330191483514835
32898,-6.373479204630784
32899,-7.431428088666987
32900,-6.355928090311229
32901,-5.438433123725188
32902,-6.322163743752643
32903,-5.529103076807959
32904,-5.5629460547255425
32905,-7.4237661469913165
32906,-5.397498754896823
32907,-5.629783488310047
32908,-5.095569958884468
32909,-5.3362050943689
32910,-4.812526509265247
32911,-7.573667303354478
32912,-5.5305450632821
32913,-6.803689685375134
32914,-3.959290132010061
32915,-5.024766902443369
32916,-7.442805584346309
32917,-5.061980248129267
32918,-5.44600204903891
32919,-7.810609672507933
32920,-9.104756916128347
32921,-5.32089642261426
32922,-7.1010141764393495
32923,-5.372463064126756
32924,-4.931817125160941
32925,-5.26023017368399
32926,-5.9881692855835915
32927,-8.559189598013486
32928,-6.4446572693526925
32929,-5.768617685532262
32930,-5.701471781219258
32931,-4.873829681062079
32932,-5.844715243858311
32933,-7.2167015433274075
32934,-6.379122000889791
32935,-6.580847265025543
32936,-9.671083360657438
32937,-5.452634388298916
32938,-8.850420698865834
32939,-8.319660002271066
32940,-4.652898612238536
32941,-6.767137953834039
32942,-7.176891003240596
32943,-7.032850724486452
32944,-4.97401363723716
32945,-5.067079408877227
32946,-5.283850354476027
32947,-5.156601778479456
32948,-6.461806678766669
32949,-4.656370761177294
32950,-4.595984065542592
32951,-5.421177781642832
32952,-8.354056472834849
32953,-5.485663717064692
32954,-5.474902316128334
32955,-6.563314214912703
32956,-5.147751599145938
32957,-8.113682814225042
32958,-7.309936812006552
32959,-5.6126611353550295
32960,-6.766042784344442
32961,-7.5261566829686375
32962,-4.904943722683186
32963,-5.833961558420843
32964,-5.22972392491694
32965,-8.431667471626564
32966,-5.8949115941339505
32967,-5.629220321768998
32968,-4.82039013280945
32969,-5.142611418989413
32970,-4.24180065926862
32971,-5.113976195656778
32972,-8.673697585772143
32973,-5.976022260178005
32974,-9.925093241495242
32975,-5.87640335465261
32976,-4.315474325845357
32977,-6.783371631666669
32978,-7.983443717674566
32979,-6.321013460270684
32980,-6.945145490963098
32981,-5.133500635460615
32982,-6.471749092348004
32983,-6.2893179279381775
32984,-4.8955065267130475
32985,-4.714194873956522
32986,-6.190703796857352
32987,-5.005280559976049
32988,-6.398589355932418
32989,-5.867404838715842
32990,-6.857014281104344
32991,-5.7299178896136365
32992,-7.886720852197615
32993,-6.43168965130435
32994,-5.186130162413795
32995,-5.373608861462369
32996,-5.264958475510175
32997,-4.864797782441738
32998,-5.754746037108151
32999,-6.306912808368736
33000,-6.569214810421678
33001,-5.887957298372458
33002,-8.71704548141324
33003,-5.380393974598201
33004,-5.721508437869628
33005,-5.9909627828022805
33006,-5.196563614040518
33007,-3.7039715156636217
33008,-5.088155774377404
33009,-5.412764047169401
33010,-4.952574130685874
33011,-6.585751584491556
33012,-6.584237715224341
33013,-4.384900314123995
33014,-6.58496023020833
33015,-6.505940746359917
33016,-4.845617921040166
33017,-4.789825443238887
33018,-5.5961513492650905
33019,-6.472372714621094
33020,-4.391418679699174
33021,-5.088105238215284
33022,-6.161118546910834
33023,-5.420823440457717
33024,-4.978039990365688
33025,-5.210166908487513
33026,-5.289782399028605
33027,-5.5623679513863955
33028,-5.294965473070622
33029,-5.9032308400990265
33030,-4.844093232945313
33031,-6.479552163851289
33032,-4.9934772677637325
33033,-4.725075843444792
33034,-7.419776734075178
33035,-5.020341498318531
33036,-4.444266737615523
33037,-5.92898094237158
33038,-5.629791505051347
33039,-5.12246551263533
33040,-5.343973050579481
33041,-5.888856315766633
33042,-5.510659271693703
33043,-5.021430011868835
33044,-5.146802593449836
33045,-5.5036772146914075
33046,-6.172023985038345
33047,-4.220852063657677
33048,-5.154615434080395
33049,-7.252995452569732
33050,-5.217503870289536
33051,-6.113552062236476
33052,-5.727793015237542
33053,-5.845779472880162
33054,-7.114177308367271
33055,-5.576134967329364
33056,-5.11275390160888
33057,-4.876329244722312
33058,-5.514677357276107
33059,-5.909301929728842
33060,-5.242514400085556
33061,-5.456578043458477
33062,-5.084455614117516
33063,-4.4895538202042236
33064,-5.4404392671583945
33065,-5.071443424420805
33066,-4.589072805197322
33067,-6.033527295213417
33068,-6.3229790820974525
33069,-6.8596941128046796
33070,-5.881998061809544
33071,-5.5844315958987565
33072,-6.413689927678295
33073,-5.456851687477782
33074,-4.643495464818947
33075,-6.55431278789334
33076,-5.841074849626218
33077,-5.399665525384437
33078,-5.484022376735325
33079,-6.0893911008545825
33080,-7.018003168864698
33081,-6.352950134107189
33082,-4.929259021266858
33083,-5.621461182361911
33084,-5.419192139589603
33085,-5.8959713035193095
33086,-7.044164095598031
33087,-6.609231661209889
33088,-6.730586338513796
33089,-7.839033011944128
33090,-6.365873321178902
33091,-5.37858338434937
33092,-5.850700727408056
33093,-7.559696132963993
33094,-5.1002968589645254
33095,-6.35419746816758
33096,-8.179511155329385
33097,-8.111265737941533
33098,-5.84170027717828
33099,-5.116447157336383
33100,-6.4736903414793
33101,-5.232164823921372
33102,-5.613643656984806
33103,-7.451265741126206
33104,-6.587892292222956
33105,-6.607895912404345
33106,-5.404116216435296
33107,-7.675525502170972
33108,-6.544152015172201
33109,-5.559503909980952
33110,-6.167317706611856
33111,-5.283721122267889
33112,-5.26781171747905
33113,-6.102450143355341
33114,-8.494016964688656
33115,-9.472305071751482
33116,-5.5762723985003015
33117,-9.366921136590621
33118,-9.417676802175341
33119,-9.020582284407395
33120,-6.508309284387638
33121,-8.36254986092196
33122,-6.242094316124139
33123,-4.849559260762481
33124,-6.936921997383908
33125,-7.8946005385076266
33126,-4.516100701012635
33127,-6.853761326711471
33128,-6.052695218151964
33129,-5.2075286762609325
33130,-5.442446803337362
33131,-6.352850387006814
33132,-5.4347792888969115
33133,-6.1325573916325915
33134,-5.8749105911768575
33135,-7.773677632141298
33136,-4.690844185488047
33137,-4.929844613232868
33138,-7.063477596927959
33139,-6.1905533938122534
33140,-6.773352177838967
33141,-5.7589819304504015
33142,-5.652824772381358
33143,-6.88539626589698
33144,-5.200081188826356
33145,-6.753272904367614
33146,-5.4095372274438
33147,-5.527900848261092
33148,-5.023637645954763
33149,-6.423700756692449
33150,-8.741821113441798
33151,-6.893568049087278
33152,-7.2499373656256125
33153,-6.2440794600812035
33154,-5.097594768806551
33155,-4.93684139036738
33156,-5.18250685076653
33157,-5.386601820177653
33158,-4.31772362711848
33159,-7.497429276987721
33160,-6.909506686100083
33161,-7.877775698006173
33162,-7.100087438532355
33163,-7.083834082758112
33164,-6.0794208748966305
33165,-6.706555978634244
33166,-5.621684122068179
33167,-4.933271736655835
33168,-5.24122038232793
33169,-6.864264352701262
33170,-6.048477613188048
33171,-7.312629848531605
33172,-9.704899037710982
33173,-6.086590311277767
33174,-4.99486181433698
33175,-6.557280317494341
33176,-6.887321401453552
33177,-7.666221421392533
33178,-7.626457598589163
33179,-5.481336727817629
33180,-5.044750267203506
33181,-4.963355572992566
33182,-6.16285346667291
33183,-5.9321763429523955
33184,-6.6886058749071235
33185,-4.775054905291337
33186,-4.432937786054929
33187,-7.136486461723332
33188,-4.878953010995875
33189,-10.40898846107609
33190,-6.699711253444806
33191,-7.222302160207563
33192,-5.640300887409042
33193,-6.077252365490077
33194,-5.762728444709635
33195,-5.80427902359196
33196,-5.807250520229428
33197,-5.725289459078747
33198,-6.597687161660116
33199,-5.015097637563265
33200,-5.605447121014927
33201,-4.847072317897499
33202,-5.390334726256138
33203,-5.898425734511724
33204,-4.967797363822786
33205,-8.069066525094424
33206,-5.776489791339815
33207,-5.636620987906846
33208,-5.601533288609029
33209,-5.508855062449394
33210,-7.998701994703252
33211,-8.54167923880872
33212,-8.413340053157896
33213,-6.826134034723489
33214,-7.48563907582927
33215,-5.575273403281812
33216,-5.269049589169892
33217,-6.818064007410688
33218,-5.694052487080268
33219,-4.747617909009232
33220,-5.519714597153174
33221,-4.821370968907647
33222,-4.738860470619814
33223,-4.392416366967812
33224,-5.486657561797645
33225,-5.436730253618169
33226,-4.8652758568806
33227,-5.088544897661468
33228,-6.932928255271838
33229,-6.197491201258329
33230,-5.786670447068924
33231,-5.753873722772815
33232,-4.506892286614328
33233,-7.119992111921808
33234,-5.283616431513618
33235,-6.09213902375705
33236,-5.353689664412761
33237,-5.318236800523375
33238,-5.270880641387973
33239,-6.166938637812159
33240,-5.543654341310033
33241,-7.3311967172498
33242,-8.417760194556514
33243,-7.06802774750112
33244,-4.922937048737212
33245,-6.8172946014126605
33246,-4.850201157563593
33247,-6.006268068023878
33248,-5.8494491319012205
33249,-4.1104322787380685
33250,-5.132901609604334
33251,-5.481720903348373
33252,-5.137901901647703
33253,-5.189353229989723
33254,-5.465707527913541
33255,-5.139222656312642
33256,-5.375010819628496
33257,-5.693169043313099
33258,-4.769119912558144
33259,-6.144847307072807
33260,-5.586967872000821
33261,-5.170297934327576
33262,-6.940447225923129
33263,-6.628425065848352
33264,-5.670542331191233
33265,-5.042412618629301
33266,-5.9402041066773466
33267,-4.688970187183576
33268,-6.536932994028684
33269,-6.254621546103924
33270,-4.938560676176927
33271,-6.169980314559102
33272,-7.396523958141364
33273,-5.499786077985515
33274,-5.406176712002378
33275,-4.975805541590974
33276,-5.594716338508523
33277,-5.291383572734158
33278,-5.335968700984817
33279,-5.401717125442581
33280,-4.634736208911284
33281,-5.415790000454238
33282,-7.9128060072876085
33283,-5.445340457940702
33284,-5.105294204828496
33285,-6.773847730078756
33286,-5.994805781485327
33287,-6.188084151833335
33288,-4.92569501402513
33289,-8.614285604895896
33290,-7.524200859840095
33291,-4.929691452196741
33292,-4.435283910372336
33293,-5.606274626457526
33294,-5.627653006953416
33295,-5.205650525283634
33296,-5.293496345447874
33297,-7.22227991197003
33298,-6.217616742689504
33299,-5.3394624676951965
33300,-4.779141164718065
33301,-5.275013806862774
33302,-5.52167535939718
33303,-7.575973608936808
33304,-5.5472672568342345
33305,-5.548313653668279
33306,-5.530217690648658
33307,-4.846653315613796
33308,-6.27264876441886
33309,-4.934140800210017
33310,-5.267115779497456
33311,-8.52267715935301
33312,-5.172067348845917
33313,-6.541056795469919
33314,-5.365916543842722
33315,-5.211555390023565
33316,-5.84975043541783
33317,-8.029307763913833
33318,-7.996190723690274
33319,-4.92897708375529
33320,-6.321367260153433
33321,-6.774558728380551
33322,-5.756157886232501
33323,-5.812230347969596
33324,-8.36902912208665
33325,-5.225018172991983
33326,-4.941840402376872
33327,-5.138326069037543
33328,-4.863264079649975
33329,-4.796103641682211
33330,-5.096500982465804
33331,-7.20414475328742
33332,-5.020438985884385
33333,-7.208359266360478
33334,-5.875765813211539
33335,-5.061784391784109
33336,-5.652862168107316
33337,-6.0485296354074425
33338,-5.077841938019898
33339,-5.744951373203642
33340,-5.413766923098613
33341,-6.9569733444980235
33342,-6.808453316655159
33343,-5.576485448620354
33344,-6.324471387161627
33345,-5.762038139156364
33346,-6.483078318000748
33347,-5.895308178968469
33348,-7.048017756843745
33349,-5.89630674659251
33350,-8.276509468808861
33351,-5.005553796286531
33352,-4.536959671983852
33353,-5.814317548360788
33354,-5.336193413970625
33355,-4.44107677153217
33356,-5.5309468875456185
33357,-4.25756747152247
33358,-5.056744506997118
33359,-5.414546585146398
33360,-5.278783121176394
33361,-4.850306621155019
33362,-7.617993076056474
33363,-4.6990307366551285
33364,-4.70665622644929
33365,-5.196905209960898
33366,-7.631011256998125
33367,-4.3231407214218684
33368,-6.755978997356864
33369,-6.760658956986988
33370,-6.066661972539768
33371,-6.21751453907782
33372,-5.640173258041844
33373,-5.12719190602405
33374,-5.911824421591889
33375,-5.36821678497551
33376,-5.567249823002334
33377,-4.757768074444159
33378,-4.876767778534954
33379,-5.797200158527604
33380,-4.519974557100451
33381,-5.1991952804274355
33382,-4.956628766474119
33383,-5.221873356041241
33384,-5.717040073753075
33385,-4.615013840276209
33386,-5.379247505714141
33387,-7.0985341222277
33388,-6.694330784184819
33389,-5.124786597332699
33390,-5.350754725733516
33391,-6.019135787296556
33392,-6.34400289043673
33393,-5.331452727328386
33394,-5.791880445012046
33395,-4.845541612626983
33396,-5.51454506515801
33397,-4.863186974074272
33398,-4.530265594193084
33399,-5.5164965190140824
33400,-4.405044123356645
33401,-4.826709196632116
33402,-5.259002596861924
33403,-5.233021778330309
33404,-5.974662245213855
33405,-5.017335665994221
33406,-4.987347045817097
33407,-4.9423928083732385
33408,-5.139314158488881
33409,-4.773319194160038
33410,-4.810016674433002
33411,-4.929759551231202
33412,-5.069257899670172
33413,-5.249271288204538
33414,-4.867135759303133
33415,-5.664162242622425
33416,-5.10583841721302
33417,-5.102157141228528
33418,-5.861906886166315
33419,-5.699833473676881
33420,-5.816145239018022
33421,-4.585414058113557
33422,-5.611184662163034
33423,-5.976043262052949
33424,-5.771737865830457
33425,-5.052332700739124
33426,-7.364103201212873
33427,-5.310370153358227
33428,-6.2846574851191
33429,-5.363735013526874
33430,-4.876147250634945
33431,-5.293978585249369
33432,-5.156568746161778
33433,-5.3608423807504355
33434,-5.8353955391337315
33435,-6.586024523295605
33436,-5.398878097569918
33437,-5.94294676413502
33438,-5.848757084359551
33439,-5.443196536739836
33440,-5.975316979628399
33441,-4.7412728497122325
33442,-4.882871768609584
33443,-5.444265957071544
33444,-5.1516945727388865
33445,-4.654647651845004
33446,-4.648468206984731
33447,-5.988408444424498
33448,-5.307766426729004
33449,-4.788368161693396
33450,-5.38993829912505
33451,-5.366115922596815
33452,-6.933650522132394
33453,-5.3047722703273
33454,-8.346366703421923
33455,-8.017367361058438
33456,-5.720004112275456
33457,-9.802543472741467
33458,-10.063819822585865
33459,-6.823719957415565
33460,-5.8935268447428015
33461,-5.5303015312215065
33462,-4.977376419006109
33463,-4.659648411319291
33464,-4.767595624685655
33465,-5.12460482219564
33466,-10.495592966757979
33467,-4.8409856365930315
33468,-5.016046250526218
33469,-5.436555385886175
33470,-3.587428257652661
33471,-3.566484284636252
33472,-4.632883304179664
33473,-4.27381014544248
33474,-4.057013000893445
33475,-6.493211953820275
33476,-3.908565566181583
33477,-5.37173302847294
33478,-7.524641085306512
33479,-5.507138034785588
33480,-1.2217759830226542
33481,-5.388842938838644
33482,-4.944483505155827
33483,-5.148671636820079
33484,-0.9232023194094583
33485,-4.195310085778851
33486,-0.390811536597707
33487,-5.8119936961143575
33488,-6.179719639824325
33489,-6.846798364991765
33490,-6.604563212337845
33491,-4.376780537648754
33492,-1.360595438651825
33493,-1.1827521156426184
33494,-4.718064917620424
33495,-6.248459714541429
33496,-6.341872936826902
33497,-5.5493288734550426
33498,-8.293667865074347
33499,-10.222517778026333
33500,-4.76519912693084
33501,-7.5990924710360375
33502,-5.686151087452057
33503,-8.5686451057252
33504,-5.914769953791042
33505,-5.6018924351498995
33506,-4.834710521337042
33507,-5.303656572994961
33508,-5.373821551930392
33509,-1.9586058886047588
33510,-5.255176660587709
33511,-4.874402905473037
33512,-5.030260395408431
33513,-5.752396511800081
33514,-6.833773553166485
33515,-5.442324678747491
33516,-5.565513987796525
33517,-4.946979555968937
33518,-4.950527949854922
33519,-5.113677404697133
33520,-9.769827176309871
33521,-5.177401380499032
33522,-1.794505941214413
33523,-9.89880984678251
33524,-5.569438201197741
33525,-6.222910125886997
33526,-6.899064948432748
33527,-6.6437530030951555
33528,-5.182797523983058
33529,-5.3521033801922675
33530,-4.778254581476465
33531,-5.220276918499098
33532,-7.262275013273258
33533,-6.747397511713099
33534,-6.412051484211059
33535,-5.536785195900942
33536,-4.722511758726029
33537,-7.837419350704229
33538,-5.518361056742019
33539,-4.619837358361859
33540,-5.015372397575895
33541,-4.5318563414786315
33542,-5.036840886078669
33543,-7.196420911921139
33544,-5.99076272639382
33545,-7.467012787206321
33546,-4.837385640078123
33547,-5.040950370926345
33548,-4.586432003582121
33549,-7.009275407275022
33550,-6.095885877482385
33551,-7.5830544016731025
33552,-7.725464741183146
33553,-5.696294408068312
33554,-5.025075339706035
33555,-4.78749435672587
33556,-5.634175494771553
33557,-4.90846004342391
33558,-7.677612899422615
33559,-5.796524056342404
33560,-6.186650281528434
33561,-4.9619272495271325
33562,-5.174770347878343
33563,-6.383916462094508
33564,-4.837487351658692
33565,-4.850572028589709
33566,-7.448421920688644
33567,-7.38274753809377
33568,-5.328273367161398
33569,-5.870661252336984
33570,-5.645375382855914
33571,-5.2442308550787144
33572,-5.212515512066918
33573,-5.394081078000347
33574,-5.66263423843212
33575,-1.10063897012276
33576,-2.255091974375147
33577,-4.317865062810036
33578,-5.409624298544907
33579,-0.6737730470085962
33580,-4.826064047484801
33581,-4.805032731646758
33582,-5.658546812325233
33583,-5.595580819360937
33584,-5.166077859091053
33585,-5.39797317849293
33586,-5.591035090901677
33587,-5.099631885385376
33588,-4.372955119378148
33589,-5.093792376048293
33590,-8.82567438662649
33591,-5.7451336382882054
33592,-5.802317397737628
33593,-5.452904962336576
33594,-4.999228372712618
33595,-5.238255179764062
33596,-4.963081599591415
33597,-5.632844655305215
33598,-6.388906399187265
33599,-5.259581598293373
33600,-5.594249844369015
33601,-4.578981151737721
33602,-10.648106520756372
33603,-6.5794275151425925
33604,-7.306462282876239
33605,-4.741757939099798
33606,-6.05720288969042
33607,-5.5470136877297245
33608,-4.554911245429758
33609,-5.934658359432982
33610,-5.820995912611128
33611,-6.908439175850234
33612,-4.95139555016313
33613,-7.21776996093255
33614,-6.673725326148743
33615,-6.536661629304657
33616,-5.657206941362369
33617,-13.077437794285615
33618,-7.65308268470928
33619,-5.879788564903711
33620,-5.49857346038618
33621,-5.297340200072572
33622,-6.066863128144033
33623,-7.75811851411967
33624,-6.374473994707025
33625,-11.947205002665912
33626,-5.890214476973411
33627,-6.468034568872301
33628,-5.050683007943085
33629,-5.1765553592263105
33630,-5.503444884642874
33631,-5.434444707419905
33632,-5.244816700075846
33633,-5.677795596113404
33634,-7.620427245716726
33635,-7.089402664215885
33636,-5.498267415865905
33637,-5.690709376557694
33638,-4.3511370717371705
33639,-4.671102101900342
33640,-6.501347749130555
33641,-5.418674272180059
33642,-6.360429992096062
33643,-6.643492681682569
33644,-6.012723673029624
33645,-4.452493765923212
33646,-6.316052347498561
33647,-5.7109284621970735
33648,-4.981208986218265
33649,-5.679949380625911
33650,-4.721646118883647
33651,-5.502949488716204
33652,-5.72230228832054
33653,-6.205204217271872
33654,-5.057560879516304
33655,-7.5988479327743645
33656,-6.398504237854873
33657,-6.401900459334261
33658,-5.232267114271855
33659,-5.755368275946079
33660,-4.552065813328757
33661,-5.992434941972121
33662,-5.652953264349883
33663,-5.20013082108368
33664,-6.201350290666459
33665,-5.475078817608244
33666,-8.988628055892724
33667,-6.179078260440693
33668,-6.201499711593801
33669,-5.7241725544871604
33670,-5.45117561530212
33671,-5.179127257780326
33672,-5.0670514218942655
33673,-5.161312480473431
33674,-5.135961156491559
33675,-5.726473104358689
33676,-6.1569214170948365
33677,-5.051878368046541
33678,-5.6662139865170955
33679,-4.932744553451169
33680,-5.770147511353733
33681,-5.27884354516136
33682,-5.228536752779663
33683,-4.760189731483091
33684,-1.7461106396759476
33685,-5.035098878716231
33686,-5.269140004931848
33687,-4.353595501804642
33688,-1.1473568511449483
33689,-5.572173230017649
33690,-5.980627765646375
33691,-5.858076751317885
33692,-6.123555968481042
33693,-4.925212288003192
33694,-6.165407338897243
33695,-6.520456236270477
33696,-6.854111129535844
33697,-4.87775728273933
33698,-3.0087043967342197e-14
33699,-4.880141707342689
33700,-5.628402615233556
33701,-5.689636132286623
33702,-5.225803282189571
33703,-3.0087043967342197e-14
33704,-5.6671399651168475
33705,-4.400350054873807
33706,-4.898046242425738
33707,-4.713805145207764
33708,-5.133000752349177
33709,-5.360099255210022
33710,-5.127376886167228
33711,-5.174800535379136
33712,-7.981896071675355
33713,-5.194127373301206
33714,-6.2472432898791705
33715,-3.9366915423733637
33716,-5.030951033926478
33717,-4.423903859891742
33718,-4.0803262486882
33719,-7.021930642296675
33720,-4.874910468246181
33721,-5.255261667079568
33722,-5.731067639139848
33723,-6.890552429868345
33724,-4.939727367512715
33725,-5.2208851839321015
33726,-5.496051792825933
33727,-5.246679128871832
33728,-5.5909771032974005
33729,-5.285299302793413
33730,-4.135014980503373
33731,-6.800268823074103
33732,-3.940039029223211
33733,-5.955434132925085
33734,-5.085736650361888
33735,-5.769725530157518
33736,-4.07436312372199
33737,-5.021826630494956
33738,-5.653150075783765
33739,-5.792714868645273
33740,-5.618157376555092
33741,-5.926552052254378
33742,-5.804542321905966
33743,-4.496516719189001
33744,-6.459075658006156
33745,-6.970113487958424
33746,-7.181403015956352
33747,-6.5331755366875095
33748,-5.780373889008951
33749,-6.886547353299932
33750,-5.219519647853374
33751,-5.9369254651359284
33752,-6.124477404472483
33753,-6.020604839043834
33754,-5.770508878412727
33755,-5.349851692781301
33756,-4.197322236669129
33757,-6.112854827708269
33758,-4.904661917670509
33759,-5.648746516954474
33760,-5.112942579321081
33761,-5.668761935848821
33762,-7.647893191373317
33763,-7.0611031017821855
33764,-7.464733236739455
33765,-5.272268626568454
33766,-5.258991701127276
33767,-5.048469591761086
33768,-6.246149006920671
33769,-4.30844609344015
33770,-5.325938652766025
33771,-4.757509644079365
33772,-8.698806938833599
33773,-7.825865638581954
33774,-5.775065046881281
33775,-5.187747056731242
33776,-5.771782095919641
33777,-7.3921151565099965
33778,-5.877496002103328
33779,-5.712235371212045
33780,-5.081357198017231
33781,-6.19889908922412
33782,-6.1745841970210344
33783,-7.026157165362298
33784,-4.785448588227241
33785,-6.649447338188891
33786,-5.40286870208457
33787,-5.9078485382715185
33788,-5.059650347650183
33789,-5.786395449996452
33790,-5.063422948199594
33791,-7.121639813296876
33792,-7.774001461144089
33793,-5.077467032792262
33794,-8.948715578644512
33795,-6.951979164093443
33796,-6.1255512690890725
33797,-5.606186505073668
33798,-5.990674721785874
33799,-5.533274248119006
33800,-7.657693896994762
33801,-8.640647516517554
33802,-4.941532654578637
33803,-5.4367808068299865
33804,-4.237379225809465
33805,-5.4773982499850185
33806,-6.985874515336122
33807,-6.631747598706964
33808,-7.435045892828993
33809,-7.163201737811381
33810,-5.0357439239774315
33811,-6.555899945067259
33812,-9.862779953114215
33813,-4.634797351344358
33814,-5.917437396490939
33815,-4.128114157685904
33816,-6.432886818737639
33817,-6.192894870997307
33818,-5.584643109494238
33819,-5.230138534565579
33820,-4.2147865286219774
33821,-5.651457982025653
33822,-4.798714688289692
33823,-5.2005273250887125
33824,-5.083600833089214
33825,-5.183526897745574
33826,-5.975673594454301
33827,-6.067068554880152
33828,-6.071795826272604
33829,-8.264740048882786
33830,-6.789638369610257
33831,-6.893305356265159
33832,-5.036806527582717
33833,-5.299385382252462
33834,-8.79217485809336
33835,-4.733464687314183
33836,-6.452051049430089
33837,-4.750682068053699
33838,-6.5510464494200225
33839,-8.065760293049214
33840,-7.981687758736571
33841,-6.190961684920569
33842,-4.398527332825898
33843,-6.694077611423258
33844,-5.176332003988035
33845,-6.396303781852923
33846,-7.360442163903474
33847,-5.661527381745981
33848,-5.6935237771952165
33849,-7.8954121819892285
33850,-6.296716297208499
33851,-4.8675099226272005
33852,-10.134392250530976
33853,-9.300145978683464
33854,-5.14490910807711
33855,-7.511266296045395
33856,-5.881392366496604
33857,-5.574071694963487
33858,-6.723459954324963
33859,-12.212831833768268
33860,-5.76509919261166
33861,-4.640302967779448
33862,-5.660044526416389
33863,-4.68716512836449
33864,-4.243893914596345
33865,-6.615102797113418
33866,-9.060977689085846
33867,-5.119575212316992
33868,-6.1302080006192226
33869,-6.224612760152918
33870,-5.294934999252722
33871,-5.593161462164995
33872,-6.634800609769341
33873,-5.112357440829597
33874,-6.08199932851594
33875,-6.219518285510208
33876,-7.086793485306655
33877,-5.508511237752765
33878,-6.0631239424311465
33879,-3.7843181258699823
33880,-6.083965078871911
33881,-6.108237360929625
33882,-6.213729137162455
33883,-5.317213985022891
33884,-5.7212759891433675
33885,-5.574126665490095
33886,-4.6533630728941295
33887,-4.95664395784952
33888,-5.357310539911355
33889,-5.575504845958894
33890,-6.27297118027429
33891,-5.917821637539741
33892,-4.92789440092726
33893,-5.67489502379297
33894,-5.64761055758445
33895,-5.631591240980318
33896,-5.667952413813686
33897,-5.588118021144685
33898,-5.864905990217788
33899,-6.240378577550958
33900,-5.58880165743845
33901,-5.551839372297442
33902,-5.3622355889207185
33903,-6.199266568924898
33904,-6.885067611117723
33905,-5.506838679927693
33906,-6.542459833841742
33907,-5.78910020295433
33908,-5.5907485626402975
33909,-5.367489692062998
33910,-5.452555656484032
33911,-4.892547294160801
33912,-5.118864770857206
33913,-5.087472973920189
33914,-6.346416774133588
33915,-7.615570295594861
33916,-5.545909710963266
33917,-5.463704779794551
33918,-5.169378929858821
33919,-4.924991074301675
33920,-5.656062602237627
33921,-4.730432037180675
33922,-6.00260577531039
33923,-9.185804655621748
33924,-3.913215095827349
33925,-5.7789389837465475
33926,-6.58951524299295
33927,-4.371447834809201
33928,-5.549980323595121
33929,-5.503750165149008
33930,-5.9995750681702145
33931,-4.952374573375208
33932,-6.219848595452044
33933,-5.404837779039928
33934,-5.606926109211262
33935,-7.423875839997697
33936,-5.411696353884042
33937,-5.991454995311787
33938,-6.469858942613843
33939,-6.090331837488636
33940,-6.977074410584337
33941,-6.851589493146601
33942,-8.549393726405874
33943,-8.2398613406263
33944,-5.900665592625379
33945,-6.939632757155291
33946,-4.94376706982664
33947,-7.639507621261425
33948,-5.987107089674261
33949,-5.287375201592633
33950,-7.359198912089869
33951,-7.589239987233467
33952,-4.8579271117191
33953,-6.1260940171649985
33954,-10.291412556096425
33955,-9.343874093235394
33956,-5.956975587224792
33957,-9.231453498577595
33958,-6.8931489550231415
33959,-4.685352283733655
33960,-7.878381352017023
33961,-6.5180704720335685
33962,-9.079899649702798
33963,-10.746970720634543
33964,-4.887378887517028
33965,-7.7497847781900715
33966,-6.100596909619023
33967,-7.239411281540536
33968,-5.866235578661646
33969,-6.16267133402471
33970,-6.659244257265449
33971,-7.071083724034982
33972,-6.318344004937588
33973,-6.861444409116534
33974,-5.480668600840362
33975,-5.031180256251991
33976,-5.447772874155199
33977,-5.056153319401203
33978,-6.048486654257027
33979,-5.8923015940720465
33980,-5.359632465001859
33981,-5.7716675896341165
33982,-4.817180409083918
33983,-5.4696884365031835
33984,-10.462625789097881
33985,-6.334071954795
33986,-5.952003029707418
33987,-5.0829944380625705
33988,-6.844237114677954
33989,-8.074544158714156
33990,-5.926534178368611
33991,-6.335894109647877
33992,-6.186404967759623
33993,-6.127132370822232
33994,-5.153577734529908
33995,-6.2570306961693
33996,-5.415452744778718
33997,-5.555796260071753
33998,-6.18942508714827
33999,-5.700746893472642
34000,-4.996662550225901
34001,-7.71757713695523
34002,-7.493789088051368
34003,-6.470031677027138
34004,-5.909714459525368
34005,-6.37047873355828
34006,-5.110145030727263
34007,-6.175813556446134
34008,-10.355571202747987
34009,-4.502549297387842
34010,-6.825276982335814
34011,-6.298408362972927
34012,-5.635580177090202
34013,-5.6173579302499075
34014,-5.055926657317414
34015,-6.078788044766546
34016,-5.594146173436152
34017,-5.98967438552641
34018,-5.784974949263824
34019,-7.343886752785093
34020,-6.491286945144321
34021,-5.701396013636338
34022,-4.593972548564657
34023,-9.189100716665479
34024,-4.988321758702517
34025,-5.329521423676158
